Key,Category,Categories,Business function,Copilot,Industry,Month,Publication date,Customer,Vendor,In-house / 3rd party,Business need,Solution,AI technologies,Results,Other details,Source,Financial effect,Scenario,Scenario Impact level,Scenario Implementation Effort level
230,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,,,,,,,,,,,,,,Интеллектуальное управление процессами калибровки оборудования,,
231,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Автоматизация подбора персонала на производственные позиции,,
232,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Анализ эффективности работы сотрудников в реальном времени,,
233,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Прогнозирование потребности в персонале на основе производственных планов,,
234,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Оптимизация графиков смен для минимизации усталости и повышения эффективности,,
235,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Автоматическое определение и распределение задач среди сотрудников,,
236,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Анализ данных для снижения текучести кадров,,
237,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Автоматизированное обучение и адаптация новых сотрудников,,
238,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Оценка уровня компетенций и навыков работников с помощью ИИ,,
239,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Предсказание потенциальных конфликтов в рабочих группах,,
240,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Мониторинг состояния здоровья сотрудников на производстве,,
241,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Анализ производительности и выявление «узких мест» в работе персонала,,
242,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Оценка уровня удовлетворенности сотрудников и прогнозирование их ухода,,
243,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Интеллектуальный анализ причин несчастных случаев и предложений по их предотвращению,,
244,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Автоматизация процесса сертификации сотрудников,,
245,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Прогнозирование сроков необходимости повышения квалификации персонала,,
246,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Анализ мотивационных факторов для повышения эффективности работы,,
247,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Контроль соблюдения норм и правил безопасности труда,,
248,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,HR Copilot,,,,,,,,,,,,,,Автоматизированный расчет и анализ компенсаций и льгот для сотрудников,,
249,Potential Cases (Hypotheses),Potential Cases (Hypotheses),Customer Service,,Telecommunications,,,,,,,,"ASR, TTS, LLM, RAG, Chatbots",,,,,"Chatbot,Voice bot",,
250,Potential Cases (Hypotheses),Potential Cases (Hypotheses),Customer Service,,Telecommunications,,,,,,,,"ASR, LLM, ML",,,,,Классификация и кластеризация диалогов для речевой аналитики,,
251,Potential Cases (Hypotheses),Potential Cases (Hypotheses),Customer Service,,Telecommunications,,,,,,,,"ASR, TTS, ML",,,,,Модификация речи в реальном времени для снижения стресса для работников КЦ,,
252,Potential Cases (Hypotheses),Potential Cases (Hypotheses),Customer Service,,Telecommunications,,,,,,,,"LLM, ML, Chatbots",,,,,Перевод в реальном времени в текстовых чатах поддержки,,
253,Potential Cases (Hypotheses),Potential Cases (Hypotheses),Customer Service,,Telecommunications,,,,,,,,"ASR, TTS, ML, LLM, RAG, Chatbots",,,,,Виртуальные ассистенты в экосистеме,,
254,Potential Cases (Hypotheses),Potential Cases (Hypotheses),Customer Service,,Telecommunications,,,,,,,,"ASR, TTS, ML, LLM, RAG, Chatbots",,,,,Подбор лучшего оператора для решения задачи на этапе перехода от общения с голосовым/текстовым ботом,,
255,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,"ASR, TTS, ML, LLM",,,,,Предотвращение мошенничества в коммуникации с клиентами,,
256,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,"ML, LLM",,,,,"Обнаружение аномалий,предупрежение атак,кибербезопасность",,
257,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,ML,,,,,"Цифровые двойники,выбор мест для строительства базовых станций",,
258,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,ML,,,,,"Оптимизация нагрузки в сети,редирект трафика",,
259,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,ML,,,,,"Планирование ремонтов,предупреждение отказов оборудования,""Планирование перегрузки сети, хранилищ""",,
260,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,ML,,,,,NoOps,,
261,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,"ML, LLM",,,,,"""Диспетчеризация: распределение задач по сотрудникам на основе опыта, загрузки, исторических данных""",,
262,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,CV,,,,,Видеоаналитика,,
263,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,"CV, ASR, TTS, LLM, Chatbots",,,,,"Ассистент по ремонтам и обслуживанию (голосой бот по чек-листу,AR для схем монтажа",,
264,Potential Cases (Hypotheses),Potential Cases (Hypotheses),HR,,Telecommunications,,,,,,,,"ASR, TTS, ML, LLM",,,,,Сокращение оттока операторов КЦ,,
265,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,"ASR, TTS, ML, LLM, RAG, Chatbots",,,,,"Анализ производительности,проактивные рекомендации по помощи сотрудникам",,
266,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,"ASR, TTS, ML, LLM, RAG, Chatbots",,,,,Виртуальные ассистенты в экосистеме,,
267,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,"LLM, RAG",,,,,"Корпоративный поиск,мультимодальный поиск,диалог с документом",,
268,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,"LLM, RAG",,,,,"Управление знаниями,универсальный слой доступа к информации,нормализация метаданных",,
269,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,"LLM, RAG, Chatbots",,,,,Онбординг сотрудников,,
270,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,"LLM, RPA",,,,,"HR-автоматиазция: наём с помощью RPA и ботов,сорсинг и скоринг резюме",,
271,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,ML,,,,,Динимаческое ценообразование,,
272,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,"CV, OCR, LLM, RAG",,,,,"Операционная деятельность,Распознавание документов,Report generation",,
273,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,"CV, OCR, LLM, RAG",,,,,"Закупочная деятельность,анализ поставщиков,планирование остатков",,
274,Potential Cases (Hypotheses),Potential Cases (Hypotheses),,,Telecommunications,,,,,,,,"ML, LLM",,,,,Генерация данных для обучения,,
275,Potential Cases (Hypotheses),Potential Cases (Hypotheses),HR,,Telecommunications,,,,,,,,"LLM, RAG, Chatbots",,,,,Тренажёры для сотрудников,,
276,Proven Cases,Proven Cases,,,,5,2022,,,3rd party,Автоматизировать инвентаризацию животных,Видеоаналитика на базе ИИ и машинного зрения,Машинное зрение,Точность подсчета более 99%,n/a,https://www.comnews.ru/digital-economy/content/220346/2022-05-23/2022-w21/cherkizovo-iskusstvennyy-intellekt-protestirovali-dlya-tochnogo-uchyota-sviney,,,,
277,Proven Cases,Proven Cases,,,Financial Services,,2022,,,,В Центр корпоративных решений (ЦКР) Сбера поступает около миллиона обращений в квартал. Каждое промедление или ошибка в обслуживании клиентов стоит бизнесу значительных финансовых потерь.,"Качественный и оперативный анализ всех обращений в ЦКР. Инструмент, позволяющий автоматически: разбирать все диалоги с клиентами, анализировать их и давать оценку качества обслуживания.","речевая аналитика ЦРТ SmartLogger, технология распознавания речи и эмоций Salutespeech","Рост производительности контроля качества на 15%
Увеличение прибыли за 2022 год на 138 млн рублей
Рост показателей CSI на 13,3 за 4 квартал 2022 года",,https://developers.sber.ru/portal/cases/sber-crt-group,,,,
278,Proven Cases,Proven Cases,,,Financial Services,,2023,,,In-house,"Поиск принципиально новых источников источников устойчивого роста показателей эффективности бизнеса банка «Открытие».
Для достижения поставленных целей возникла необходимость формирования нового клиентского опыта как конкурентного преимущества банка","Сервис умных рекомендаций, оповещений, подсказок для клиентов и сотрудников банка","градиентный бустинг (Light Gradient Boosting, LGB), сети долгой краткосрочной памяти (Long short-term memory, LSTM), алгоритм «k ближайших соседей» (k Nearest Neighbor, KNN), обработка естественного языка (Natural Language Processing, NLP), а также обучение с подкреплением (Reinforcement Learning)","Рост на 10-12% средний доход от клиента.
На 38-43% сократился отток активных клиентов.
На 15-20% снизилось кол-во клиентов, обратившихся на линию поддержки
Рост NPS на 8-10%",,https://ai-russia.ru/library/advisor-service,,,,
279,Proven Cases,Proven Cases,,,Financial Services,10,2023,,,3rd party,Цифровой виртуальный помощник,"Клиентская поддержка 1-й линии, интеллектуальная маршрутизация, встроенный AI-суфлер для оператора (контекстные подсказки, сценарии решения типовых проблем и справочную информацию).","Комбинация rule-based подхода с наиболее совершенным синтаксисом и machine learning подхода на основе нейросетевых алгоритмов определения семантической близости. Морфология, исправление ошибок и опечаток, справочники именованных сущностей, поддержка эмоциональной разметки (emotional markup)",-,,https://bosfera.ru/sites/default/files/pdf/skvortsov_grishin_ai_271023_final.pdf,,,,
280,Proven Cases,Proven Cases,,,Financial Services,10,2023,,,3rd party,Автоматизация процессов управления клиентского опыта,"Машинная обработка базы аудиозаписей разговоров с клиентом в колл-центрах, распознавание, разметка и сквозная аналитика по установленным KPI: распознавание большинства диалогов, первичная разметка, трактовка смысла разговора. ",Текстовая и речевая аналитика,-,,https://bosfera.ru/sites/default/files/pdf/skvortsov_grishin_ai_271023_final.pdf,,,,
281,Proven Cases,Proven Cases,,,Financial Services,10,2023,,,3rd party,Привлечение новых клиентов,"Поиск и привлечение лидов в Телеграме по CPA модели. Выявление потребностей клиентов в банковских продуктов на основе 100% анализа сообщений в публичных чатах профильных тематик (автобильная тематика, открытие своего дела и т.п.)",Текстовая аналитика,-,,https://bosfera.ru/sites/default/files/pdf/skvortsov_grishin_ai_271023_final.pdf,,,,
282,Proven Cases,Proven Cases,,,Financial Services,11,2023,,,3rd party,"PM вел разговор, одновременно фиксировал вводные, а затем готовил постмит по итогам встречи",Постмиты формируются автоматически на основе связки ML/AI,"Open-source модель для транскрибации голоса, Claude2 для формирования постмита",Трудозатраты специалиста сократились в 4-5 раз,,https://blog.icontextgroup.ru/articles/obzor-konferencii-pro-iskusstvennyj-intellekt,,,,
283,Proven Cases,Proven Cases,,,Financial Services,6,2023,,,3rd party,Персональный ассистент для диалогов с клиентами,"Во время разговора персональный ассистент распознает и анализирует речь клиента и оператора в режиме реального времени, извлекает данные из аудиопотока и анализирует эмоциональное состояние собеседников. На основании слов-триггеров ассистент формирует и отображает подсказки оператору для дальнейшей работы с клиентом. Подсказки, предоставленные оператору персональным ассистентом, позволяют проявлять больше эмпатии и избегать негативных сценариев развития диалога, предотвращают эмоциональное выгорание сотрудников Банка",Распознавание речи,-,повысилась эффективность сотрудников контакт-центра и качество проводимых диалогов,https://www.gazprombank.ru/press/7407209/,,,,
284,Proven Cases,Proven Cases,,,Financial Services,12,2023,,,In-house,"Каждый месяц в Альфа-Банке открывается 2000 новых вакансий, на которые претендуют более 100 000 человек. Рекрутерам банка нужно в сжатые сроки отобрать лучших из них — это титанический труд для человека",Подбором кандидатов для массовых вакансий в Альфа-Банке занимается ИИ — «Модель подбора сотрудников»,,"экономия от 1,5 до 5млн руб/месяц",,https://vc.ru/alfabank/987039-kak-iskusstvennyy-intellekt-nahodit-alfa-banku-luchshih-sotrudnikov-po-vsey-strane,,,,
285,Proven Cases,Proven Cases,,,Financial Services,12,2022,,,3rd party,Автоматизация обработки запросов клиентов,Чат-бот,NLP,"Точность распознавания запросов превышает 93%
Автоматизация обработки запросов выросла с 38% до 55%",,https://vc.ru/alfabank/581645-kak-v-alfa-banke-sozdali-chat-bot-kotoryy-ponimaet-i-otvechaet-slovno-chelovek,,,,
286,Proven Cases,Proven Cases,,,Financial Services,4,2021,,,3rd party,Ускорить процесс открытия банковского счета,Система автоматического распознавания документов,OCR,,,https://smartengines.ru/news/rayffayzenbank-vnedril-tehnologiyu-raspoznavaniya-pasportov-kompanii-smart-engines-dlya-obsluzhivaniya-klientov/,,,,
287,Proven Cases,Proven Cases,,,Financial Services,3,2023,,,3rd party,Ускорить процесс открытия банковского счета,Система автоматического распознавания документов,OCR,"Сервис позволяет снимать нагрузку с бухгалтерских и кадровых отделов, что позволяет экономить до 50% времени на работу компании с исполнителями. ",,https://smartengines.ru/news/klienty-blanka-stali-reshat-buhgalterskie-voprosy-s-samozanyatymi-v-2-raza/,,,,
288,Proven Cases,Proven Cases,,,Financial Services,,2021,,,3rd party,"Потребность в автоматизации рутинных процессов:
• снижении операционных расходов и рисков
• повышении гибкости процессов
• поддержании тренда эффективной автоматизации",Диалоговый ассистент Полина на базе платформ ChatNavigator и VoiceKey.Platform,,"450+ млн руб. собранной задолженности
до 10 тыс. звонков в сутки","Расширение сценариев использования ассистента:
• Раннее взыскание, недоплата
• Позднее взыскание
• Подтверждение данных клиентов
• Напоминание клиентам о необходимости предоставления Банку дополнительных данных ",https://www.speechpro.ru/upload/project/pdf/%D0%BA%D0%B5%D0%B9%D1%81_%D0%9A%D0%95%D0%91_%D0%A6%D0%A0%D0%A2_0623.pdf,,,,
289,Proven Cases,Proven Cases,,,Financial Services,,2021,,,3rd party,"Повышение уровня удовлетворенности клиентов
Рост конверсии удаленных продаж
Автоматизация анализа 100% коммуникаций
Повышение дисциплины и утилизации рабочего времени сотрудника
Оптимизация скриптов и процессов
Своевременное определение фродовых схем ",Автоматизация анализа коммуникаций - речевая аналитика SmartLogger,"Технологии обработки и
понимания естественной речи"," +15% прирост производительности контроля качества
+13,3 п.п. рост CSI (Q4’21/Q4’22)
до +48% рост доли согласий по некоторым продуктам
138 млн руб. экономический эффект за 2022 год
4 мес.срок окупаемости",,https://www.speechpro.ru/upload/project/pdf/%D0%BA%D0%B5%D0%B9%D1%81_%D1%86%D1%80%D1%82_%D1%81%D0%B1%D0%B5%D1%80_%D1%86%D0%BA%D1%80.pdf,,,,
290,Proven Cases,Proven Cases,,,Financial Services,,2021,,,3rd party,Повысить эффективность работы контактного центра,Омниканальная система речевой аналитики для автоматизированного анализа и оценки коммуникаций в корпоративном контакт-центре,"Движок распознавания речи (ASR) и обработка естественного языка (NLP), диаризация, текстонезависимая голосовая биометрия",,,https://3itech.ru/tpost/5n3m4s6rm1-rechevaya-analitika-nauchit-kollektorov,,,,
291,Proven Cases,Proven Cases,,,Financial Services,,,,,3rd party,Ускорить процесс обработки заявки на выпуск карты,,OCR,"x3: скорость обработки и проверки документов
10%: выросло количество выданных карт",,https://dbrain.io/cases/banks#rec617581505,,,,
292,Proven Cases,Proven Cases,,,Financial Services,,,,,3rd party,"Оптимизация клиентского опыта во всех цифровых каналах
ИИ-персонализация продуктовых рекомендаций
Сегментация аудитории
Автоматизация коммуникаций
Улучшение клиентского сервиса: информирование и поддержка клиента с помощью чат-ботов",,,,,https://sberbs.ru/#industries,,,,
293,Proven Cases,Proven Cases,,,Financial Services,,,,,,,Автоматизированные кредитные решения в отношении физлиц и юрлиц,,"100% по физлицам, 70% по юрлицам",,https://tass.ru/ekonomika/20219993,,,,
294,Proven Cases,Proven Cases,,,Financial Services,,2023,,,,,AI Инвест-ассистент,,,,https://www.tinkoff.ru/invest/social/profile/Tinkoff_Investments/0d3c008f-7721-47b1-a045-f5d2035b141a/,,,,
295,Proven Cases,Proven Cases,,,Financial Services,,,,,3rd party,,Автоматизирует КЦ,Речевая аналитика,,,https://www.tinkoff.ru/software/speech-analytics/,,,,
296,Proven Cases,Proven Cases,,,Financial Services,,,,,3rd party,,Автоматическая оценка диалогов КЦ,Речевая аналитика,,,внутреннее исследование МТС ИИ,,,,
297,Proven Cases,Proven Cases,,,,1,2024,,,3rd party,Развитие сотрудничества между Сбером и Автовазом,Внедрение в автомобили разработок на основе ИИ,n/a,n/a,n/a,https://www.lada.ru/press-releases/122062,,,,
298,Proven Cases,Proven Cases,,,,4,2024,,,,Повышение эффективности работы инженерно-технических служб,Интеллектуальная система поддержки принятия решений «Цифровой инженер»,,«Цифровой инженер» позволяет сократить сроки и повысить качество технологической подготовки производства на 25-30%,,https://www.atomic-energy.ru/news/2024/04/22/145207,,,,
299,Proven Cases,Proven Cases,,,Retail,11,2022,,,,,Виртуальный помощник,,"CSI вырос до 95%.
По некоторым сценариям Алёна и Вадим закрывают более половины обращений без привлечения сотрудников. В частности, предоставление статуса заказа автоматизировано на 45%, продление срока хранения заказа на 92%, выдача чека – на 80%, изменение получателя заказа – на 70%, вопросы по программе лояльности – на 60%. ",,https://www.retail.ru/rbc/pressreleases/neyroset-m-video-eldorado-obrabatyvaet-bolee-50-obrashcheniy-klientov-v-ramkakh-chyernoy-pyatnitsy-/,,,,
300,Proven Cases,Proven Cases,,,Retail,3,2024,,,3rd party,,Автоматизация процесса анализа первичных запросов в ИТ-поддержку,"Для решения задачи была использована совокупность методов обработки естественного языка, включая обучение, дообучение и интеграцию ансамбля различных моделей машинного обучения catboost (open-source библиотека с реализацией алгоритма градиентного бустинга от Яндекс), rubert (open-source дистиллированная модель, реализованная на базе BERT от Google) и ряда вспомогательных технологий open-source.",,,https://www.vedomosti.ru/press_releases/2024/03/20/fix-price-vnedril-iskusstvennii-intellekt-v-protsess-obrabotki-vnutrennih-zayavok-v-kompanii,,,,
301,Proven Cases,Proven Cases,,,Retail,4,2024,,,3rd party,Ранее сотрудники РОЛЬФ обрабатывали СТС вручную. Повышался риск ошибок и некорректного расчёта НДС.,Автоматическое распознавание СТС,CV,,,https://beorg.ru/news/rolf-primenyaet-ii-tehnologii-beorg/,,,,
302,Proven Cases,Proven Cases,,,,5,2023,,,,Оптимизация процесса создания моторных масел и снижение времени разработки,Внедрение цифровой системы «Алхимик» для автоматизации создания рецептур масел,Машинное обучение и алгоритмы для анализа и подбора оптимальных комбинаций компонентов,"Сокращение времени разработки новых продуктов с 6 месяцев до 1-2 месяцев, усовершенствование более 200 рецептур",,https://www.zr.ru/content/news/943497-gazprom-neft-povyshaet-ehffek/,,,,
303,Proven Cases,Proven Cases,,,,9,2023,,,,Повышение эффективности нефтедобычи и мониторинга трубопроводов,"Разработка и внедрение ИИ-программ ""РН-Нейросети"" для оптимизации разработки месторождений и ""РН-СМТ"" для мониторинга трубопроводов","Нейросетевые технологии, машинное обучение, алгоритмы анализа данных",,"Увеличение эффективности разработки месторождений, снижение аварийности и улучшение безопасности трубопроводов",https://www.comnews.ru/digital-economy/content/228903/2023-09-19/2023-w38/1012/rosneft-predstavila-novye-cifrovye-resheniya-osnove-ii,,,,
304,Proven Cases,Proven Cases,,,,2,2024,,,,Повышение эффективности и надежности проектирования промысловых трубопроводов,"Цифровой помощник для автоматизации проектирования трубопроводов с антикоррозийной защитой. Модель ИИ, способная прогнозировать интенсивность коррозии металлов",Машинное обучение,-,Система не зависит от внешних источников информации,https://neftegaz.ru/news/tsifrovizatsiya/821152-rosneft-razrabotala-tsifrovogo-pomoshchnika-dlya-proektirovaniya-promyslovykh-truboprovodov/,,,,
305,Proven Cases,Proven Cases,,,,3,2023,,,3rd party,Повышение безопасности объектов и предотвращение нештатных ситуаций,Видеоаналитика с использованием нейросетей для мониторинга и анализа производственных процессов,Нейросети и машинное обучение,-,,https://www.tatar-inform.ru/news/naiti-i-obezvredit-tatneft-podklyucila-neiroset-dlya-povyseniya-bezopasnosti-obektov-5898175,,,,
306,Proven Cases,Proven Cases,,,,1,2024,,,,Прогнозирование наличия нефти в резервуарах для улучшения управления запасами и логистикой,"Пилот: по выявлению закономерностей, аномалий и прогноза по наличию нефти в резервуарах и в линейной части на основе анализа изменений первичных данных",Машинное обучение,-,,https://neftegaz.ru/news/Oborudovanie/811334-transneft-realizuet-pilotnyy-proekt-s-iskusstvennym-intellektom-dlya-prognoza-nalichiya-nefti-v-reze/,,,,
307,Proven Cases,Proven Cases,,,,1,2023,,,3rd party,В рамках реализации стратегии компании с 2023 года Компания реализует ряд диджитал-решений с элементами искусственного интеллекта,"Пилот: модель «Виртуального расходомера» стороннего разработчика, позволяющей на основе корреляции множества параметров, определять динамику текущего и выявлять критерии максимального дебита скважины",Машинное обучение,-,,https://www.russneft.ru/production/technological_development/,,,,
308,Proven Cases,Proven Cases,,,Retail,4,2024,,,,,"Лаборатория искусственного интеллекта AI.Lab — подразделение компании, занимающееся разработкой и внедрением передовых технологий на основе генеративного ИИ","CV, NLP, LLM",,,https://www.retail.ru/news/magnit-sozdal-laboratoriyu-iskusstvennogo-intellekta-18-aprelya-2024-239951/,,,,
309,Proven Cases,Proven Cases,,,Retail,2,2022,,,3rd party,,,,,,https://www.retail.ru/cases/dva-v-odnom-kak-s-pomoshchyu-rekomendatelnoy-sistemy-uvelichit-pribyl-i-podruzhitsya-s-pokupatelyami/,,,,
310,Proven Cases,Proven Cases,,,Retail,12,2023,,,,,,,,,https://www.retail.ru/cases/gde-ashan-primenyaet-iskusstvennyy-intellekt-/,,,,
311,Proven Cases,Proven Cases,,,Retail,5,2024,,,3rd party,,Видео- и аудиоаналитика в пиццериях,,,,https://www.cnews.ru/news/line/2024-05-07_dodo_pitstsa_vnedryaet_ii,,,,
312,Proven Cases,Proven Cases,,,Financial Services,11,2022,,,3rd party,Автоматизация и ускорение процесса урегулирования убытков,"Система Qapter’s Visual Intelligence определяет характер повреждений через приложение: распознает царапины, вмятины, разбитые стекла, деформированные или отсутствующие детали, а также глубину повреждений всего за три минуты. Далее она автоматически производит оценку стоимости восстановительного ремонта без участия человека. ",,,,https://www.alfastrah.ru/news/15499815/,,,,
313,Proven Cases,Proven Cases,,,Financial Services,4,2023,,,,Автоматизация поиска и распознавания информации в массивах данных,Распознавание рукописных медицинских документов и диагнозов врачей,,,,https://sberbank-insurance.ru/news/26_04_23,,,,
314,Proven Cases,Proven Cases,,,Financial Services,12,2023,,,3rd party,Автоматизация коммуникаций с клиентами,Умный ассистент оператора КЦ,,,"В рамках тестов CraftTalk GPT ищет в нужных статьях базы знаний блоки, максимально коррелирующие с запросом клиента, и формулирует для оператора более точный ответ. Затем оператор просматривает подготовленный проект ответа, если нужно, уточняет его и отправляет клиенту.",https://www.ingos.ru/company/news/2023/9e86e234-1df9-41e6-ebf5-08dbfa3b3eb9,,,,
315,Proven Cases,Proven Cases,,,Financial Services,3,2022,,,3rd party,Построение полностью цифрового процесса урегулирования убытков,Автоматизированное распознавание рукописных документов при урегулировании,,,"Решение обеспечивает скорость обработки документов в течение нескольких минут, с гарантированной точностью распознавания до 99%, - отмечает Глеб Корнеев, директор по развитию бизнеса Dbrain. - Также важно отметить, что обработка данных алгоритмами проходит полностью на стороне заказчика, в строгом соответствии с 152-ФЗ",https://invest.renins.ru/handwriting_recognition,,,,
316,Proven Cases,Proven Cases,,,,7,2022,,,,Повысить эффективность удаления серы из жидкого чугуна в процессе выплавки стали для улучшения её качества и снижения потерь,"Установка инфракрасной камеры для автоматического контроля уровня шлака на поверхности жидкого чугуна, с использованием машинного обучения для точного определения количества шлака","Машинное обучение для анализа изображений, определение уровня шлака по яркости инфракрасных снимков","Сокращение времени обработки на 1 минуту, снижение брака, улучшение коэффициента скачивания на 3,5%, экономия несколько миллионов рублей в год",,https://habr.com/ru/companies/nlmk/articles/674530/,,,,
317,Proven Cases,Proven Cases,,,,11,2023,,,,Оптимизация качества продукции и снижение дефектов на этапе металлургического производства,Использование нейросетей для автоматизации контроля качества заготовок и оценки уровня шлака в ковше,Машинное зрение и нейросети для анализа изображений и точной идентификации дефектов и шлака,"Точность оценки до 99,98%, значительное снижение брака и улучшение качества продукции",,https://habr.com/ru/companies/evraz/articles/774414/,,,,
318,Proven Cases,Proven Cases,,,,5,2024,,,,"Повышение эффективности и стабильности производства алюминия, а также снижение эксплуатационных затрат",,CV,Снижение времени разгерметизации электролизеров вдвое,"Инвестиции в проект составят 1,6 миллиарда рублей, внедрение планируется завершить к 2027 году. Технология ранее доказала свою эффективность в пилотной эксплуатации.",https://rusal.ru/press-center/press-releases/rusal-investiruet-1-6-milliarda-rubley-vo-vnedrenie-iskusstvennogo-intellekta-na-alyuminievykh-zavod/,,,,
319,Proven Cases,Proven Cases,,,,5,2023,,,,Повышение безопасности сотрудников на производстве,Видеоанализ средств защиты,"Машинное зрение, нейросети",-,С декабря 2021 года началась промышленная эксплуатация системы в Норильске. Стоимость проекта – 89 миллионов рублей.,https://nornickel.ru/news-and-media/press-releases-and-news/bystrinskiy-kombinat-nachal-ispolzovat-iskusstvennyy-intellekt-dlya-bezopasnosti-sotrudnikov/,,,,
320,Proven Cases,Proven Cases,,,,4,2024,,,,Увеличение безопасности и эффективности добычи угля,Цифровая система «Цифровой разрез» для мониторинга и управления процессами,Машинное обучение и нейросети для анализа данных и предиктивной аналитики,-,,https://www.irk.ru/news/articles/20240410/digital/,,,,
321,Proven Cases,Proven Cases,,,,4,2024,,,3rd party,Повышение эффективности процесса разработки ПО,Пилот: GenAI для программистов,GenAI,"По итогам пилота получили прирост производительности по отдельным видам работ на 53%, и на 34% ускорилось выполнение запросов на изменения.","Команда из 25 разработчиков НЛМК-ИТ в партнерстве с компанией AXENIX пилотировала применение GenAI для ускорения задач разработки программных продуктов в управлении производством, HR-сервисах и портальных решениях.",https://nlmk.com/ru/media-center/press-releases/nlmk-group-pilots-ai-for-faster-software-development/,,,,
322,Proven Cases,Proven Cases,,,,5,2024,,,,Улучшение контроля качества кокса,Система мониторинга,"Машинное зрение, нейросети",Устраняются причины газации в три раза быстрее,,https://www.metalinfo.ru/ru/news/160706,,,,
323,Proven Cases,Proven Cases,,,,5,2024,,,,Освобождение сотрудников от рутинных операций,"Делегирование ИИ >300 бизнес-задач: закупка лома, обработка писем, проверка статусов вагонов в базах РЖД","NLP, ML, RPA",Экономия 660 млн руб (не указан период),,https://ura.news/news/1052770713,,,,
324,Proven Cases,Proven Cases,,,,5,2024,,,,Оптимизация производственных процессов,Cистема предупреждения простоев,,-,"Новая система предупреждения простоев и прогнозирования критических состояний позволит отслеживать техническое состояние оборудования, заблаговременно планировать и корректировать график обслуживания и ремонтов, чтобы обеспечить бесперебойную работу агрегатов",https://stz.tmk-group.ru/stz_news/4781,,,,
325,Proven Cases,Proven Cases,,,,3,2024,,,,"Исключение ошибок, сязанных с человеческим фактором","Система, определяющая размеры кусков руды на конвейере",Компьютерное зрение,-,,https://up-pro.ru/library/information_systems/automation_production/iskusstvennyj-intellekt-pomogaet-isklyuchit-oshibki/,,,,
326,Proven Cases,Proven Cases,,,,11,2022,,,,,Система автоматического измерения геометрии грузовых вагонов,Компьютерное зрение,,,https://omk.ru/press/news/47364/,,,,
